criterio,modo,D_iter,D_iter_regra_alternativa,D_chunk,id_chunk_parada,n_inferencias,tokens_prompt_acum,tokens_total_acum,censurado_direita,censurado_limite_tokens,contexto_truncado,n_paginas_puladas,n_iter_conformes,n_iter_json_estrito,n_iter_formato_invalido,n_iter_max_tokens,similaridade_na_parada,n_paginas_enviadas,tempo_s,vram_pico_gb,modelo,retriever,pergunta_idx,pergunta,resposta_gabarito,arquivo_fonte,id_chunk_top1,similaridade_top1,S_bertscore_p,S_bertscore_r,S_bertscore_f1,id_chunk_gold,ids_chunk_gold_todos,parou_no_gold
regex,fixo50,1.0,1.0,40.0,,1,32331,32516,False,False,True,0,0,0,0,0,,40,11.781782627105711,16.61195182800293,gpt-oss:20b,qwen3,119,Onde esta disponível o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de Prevenção da Infecção de Corrente Sanguínea Associada a Cateter Venoso Central (CVC) está disponível no site do hospital no sistema ADS Hospitalar, aba documentos, pasta CCIH, formulário CCIH – 002.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.009 PREENCHER CHECK LIST DAS PRÁTICAS DE INSERÇÃO SEGURA DE CATETERES CENTRAIS V.03.docx,98,0.7687342166900635,0.6720389723777771,0.7745953798294067,0.719681978225708,,,
json,iterativo,1.0,1.0,1.0,98.0,1,811,893,False,False,False,0,1,1,0,0,0.7687342166900635,1,3.3824539184570312,12.955581665039062,gpt-oss:20b,qwen3,119,Onde esta disponível o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de Prevenção da Infecção de Corrente Sanguínea Associada a Cateter Venoso Central (CVC) está disponível no site do hospital no sistema ADS Hospitalar, aba documentos, pasta CCIH, formulário CCIH – 002.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.009 PREENCHER CHECK LIST DAS PRÁTICAS DE INSERÇÃO SEGURA DE CATETERES CENTRAIS V.03.docx,98,0.7687342166900635,0.91007798910141,0.7246053218841553,0.8068196773529053,,,
json,incremental,1.0,1.0,1.0,98.0,1,811,893,False,False,False,0,1,1,0,0,0.7687342166900635,1,3.4207510948181152,12.955581665039062,gpt-oss:20b,qwen3,119,Onde esta disponível o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de Prevenção da Infecção de Corrente Sanguínea Associada a Cateter Venoso Central (CVC) está disponível no site do hospital no sistema ADS Hospitalar, aba documentos, pasta CCIH, formulário CCIH – 002.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.009 PREENCHER CHECK LIST DAS PRÁTICAS DE INSERÇÃO SEGURA DE CATETERES CENTRAIS V.03.docx,98,0.7687342166900635,0.91007798910141,0.7246053814888,0.8068197965621948,,,
json,fixo50,1.0,1.0,40.0,,1,32407,32499,False,False,True,0,1,1,0,0,,40,8.708272695541382,16.62000036239624,gpt-oss:20b,qwen3,119,Onde esta disponível o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de Prevenção da Infecção de Corrente Sanguínea Associada a Cateter Venoso Central (CVC) está disponível no site do hospital no sistema ADS Hospitalar, aba documentos, pasta CCIH, formulário CCIH – 002.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.009 PREENCHER CHECK LIST DAS PRÁTICAS DE INSERÇÃO SEGURA DE CATETERES CENTRAIS V.03.docx,98,0.7687342166900635,0.903148889541626,0.8204463720321655,0.8598134517669678,,,
regex,iterativo,1.0,1.0,1.0,115.0,1,714,852,False,False,False,0,0,0,0,0,0.609555721282959,1,5.280611038208008,12.944340229034424,gpt-oss:20b,qwen3,120,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx",115,0.609555721282959,0.7028668522834778,0.6839160323143005,0.693261981010437,,,
regex,incremental,1.0,1.0,1.0,115.0,1,714,852,False,False,False,0,0,0,0,0,0.609555721282959,1,5.269526481628418,12.944340229034424,gpt-oss:20b,qwen3,120,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx",115,0.609555721282959,0.7028668522834778,0.6839160323143005,0.693261981010437,,,
regex,fixo50,1.0,1.0,36.0,,1,32525,32956,False,False,True,0,0,0,0,0,,36,19.90817356109619,16.635271072387695,gpt-oss:20b,qwen3,120,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx",115,0.609555721282959,0.6917092800140381,0.8322365283966064,0.755493700504303,,,
json,iterativo,1.0,1.0,1.0,115.0,1,790,923,False,False,False,0,1,1,0,0,0.609555721282959,1,5.111501693725586,12.95344305038452,gpt-oss:20b,qwen3,120,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx",115,0.609555721282959,0.7556838989257812,0.6296892166137695,0.6869571805000305,,,
json,incremental,1.0,1.0,1.0,115.0,1,790,923,False,False,False,0,1,1,0,0,0.609555721282959,1,5.105019092559815,12.95344305038452,gpt-oss:20b,qwen3,120,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx",115,0.609555721282959,0.7556838989257812,0.6296892166137695,0.6869571805000305,,,
json,fixo50,1.0,1.0,36.0,,1,32601,32891,False,False,True,0,1,1,0,0,,36,15.311513423919678,16.645496368408203,gpt-oss:20b,qwen3,120,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx",115,0.609555721282959,0.855455756187439,0.8645398616790771,0.8599738478660583,,,
regex,iterativo,1.0,1.0,1.0,136.0,1,1473,1513,False,False,False,0,0,0,0,0,0.5959112644195557,1,2.082240104675293,13.039337158203123,gpt-oss:20b,qwen3,121,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,136,0.5959112644195557,0.8304286003112793,0.7342720031738281,0.7793956995010376,,,
regex,incremental,1.0,1.0,1.0,136.0,1,1473,1513,False,False,False,0,0,0,0,0,0.5959112644195557,1,2.08622145652771,13.039337158203123,gpt-oss:20b,qwen3,121,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,136,0.5959112644195557,0.8304286003112793,0.7342720031738281,0.7793956995010376,,,
regex,fixo50,,,,,1,30053,30137,True,False,False,0,0,0,0,0,,46,8.128888607025146,16.350197792053223,gpt-oss:20b,qwen3,121,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,136,0.5959112644195557,0.5141236782073975,0.4159417748451233,0.4598504900932312,,,
json,iterativo,1.0,1.0,1.0,136.0,1,1549,1576,False,False,False,0,1,1,0,0,0.5959112644195557,1,1.6495277881622314,13.047533988952637,gpt-oss:20b,qwen3,121,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,136,0.5959112644195557,0.7575509548187256,0.3796883225440979,0.50584477186203,,,
json,incremental,1.0,1.0,1.0,136.0,1,1549,1576,False,False,False,0,1,1,0,0,0.5959112644195557,1,1.6473138332366943,13.047533988952637,gpt-oss:20b,qwen3,121,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,136,0.5959112644195557,0.7575509548187256,0.3796883225440979,0.50584477186203,,,
json,fixo50,,,,,1,30129,30217,True,False,False,0,1,1,0,0,,46,8.215240716934204,16.357813358306885,gpt-oss:20b,qwen3,121,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,136,0.5959112644195557,0.5141236782073975,0.4159417748451233,0.4598504900932312,,,
regex,iterativo,1.0,1.0,1.0,138.0,1,1475,1516,False,False,False,0,0,0,0,0,0.6516771912574768,1,2.1042447090148926,13.03865909576416,gpt-oss:20b,qwen3,122,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.6516771912574768,0.8364278078079224,0.970894694328308,0.8986589908599854,,,
regex,incremental,1.0,1.0,1.0,138.0,1,1475,1516,False,False,False,0,0,0,0,0,0.6516771912574768,1,2.1031899452209477,13.03865909576416,gpt-oss:20b,qwen3,122,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.6516771912574768,0.8364278078079224,0.970894694328308,0.8986589908599854,,,
regex,fixo50,1.0,1.0,44.0,,1,32350,32406,False,False,True,0,0,0,0,0,,44,7.365061044692993,16.61394691467285,gpt-oss:20b,qwen3,122,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.6516771912574768,0.8364278078079224,0.970894694328308,0.8986589908599854,,,
json,iterativo,1.0,1.0,1.0,138.0,1,1551,1581,False,False,False,0,1,1,0,0,0.6516771912574768,1,1.7522189617156982,13.04766082763672,gpt-oss:20b,qwen3,122,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.6516771912574768,0.7688625454902649,0.4516362845897674,0.5690234899520874,,,
json,incremental,1.0,1.0,1.0,138.0,1,1551,1581,False,False,False,0,1,1,0,0,0.6516771912574768,1,1.7453453540802002,13.04766082763672,gpt-oss:20b,qwen3,122,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.6516771912574768,0.7688625454902649,0.4516363143920898,0.5690234899520874,,,
json,fixo50,1.0,1.0,44.0,,1,32426,32468,False,False,True,0,1,1,0,0,,44,7.2549052238464355,16.622194290161133,gpt-oss:20b,qwen3,122,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.6516771912574768,0.7688625454902649,0.4516362845897674,0.5690234899520874,,,
regex,iterativo,1.0,1.0,1.0,138.0,1,1472,1671,False,False,False,0,0,0,0,0,0.5244044661521912,1,7.833144426345825,13.036686897277832,gpt-oss:20b,qwen3,123,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.5244044661521912,0.4347403645515442,0.8234110474586487,0.5690412521362305,,,
regex,incremental,1.0,1.0,1.0,138.0,1,1472,1671,False,False,False,0,0,0,0,0,0.5244044661521912,1,7.375732898712158,13.036686897277832,gpt-oss:20b,qwen3,123,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.5244044661521912,0.4347403645515442,0.8234109878540039,0.5690412521362305,,,
regex,fixo50,1.0,1.0,47.0,,1,24721,24837,False,False,False,0,0,0,0,0,,47,8.052977085113525,15.72868013381958,gpt-oss:20b,qwen3,123,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.5244044661521912,0.6495769619941711,0.745759129524231,0.6943530440330505,,,
json,iterativo,1.0,1.0,1.0,138.0,1,1548,1598,False,False,False,0,1,1,0,0,0.5244044661521912,1,2.408459186553955,13.04746961593628,gpt-oss:20b,qwen3,123,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.5244044661521912,0.7645864486694336,0.5197686553001404,0.6188445091247559,,,
json,incremental,1.0,1.0,1.0,138.0,1,1548,1598,False,False,False,0,1,1,0,0,0.5244044661521912,1,2.425503969192505,13.04746961593628,gpt-oss:20b,qwen3,123,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.5244044661521912,0.7645864486694336,0.5197686553001404,0.6188445091247559,,,
json,fixo50,1.0,1.0,47.0,,1,24797,24893,False,False,False,0,1,1,0,0,,47,7.894134283065796,15.738248348236084,gpt-oss:20b,qwen3,123,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,138,0.5244044661521912,0.7443514466285706,0.4812487959861755,0.5845596194267273,,,
regex,iterativo,4.0,4.0,1.0,490.0,4,5481,5826,False,False,False,0,0,0,0,0,0.4263702630996704,1,14.79848575592041,13.193356990814207,gpt-oss:20b,qwen3,124,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.446394145488739,0.4576409459114074,0.5328333973884583,0.4923830330371856,,,
regex,incremental,23.0,23.0,21.0,462.0,23,210460,212131,False,False,False,0,0,0,0,0,0.3953984975814819,21,106.49831867218018,14.634718418121338,gpt-oss:20b,qwen3,124,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.446394145488739,0.5207354426383972,0.6002779603004456,0.5576847195625305,,,
regex,fixo50,1.0,1.0,41.0,,1,32563,32640,False,False,True,0,0,0,0,0,,41,8.288349390029907,16.638870239257812,gpt-oss:20b,qwen3,124,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.446394145488739,0.4916825890541076,0.5782082080841064,0.531446635723114,,,
json,iterativo,,,,,50,59343,61426,True,False,False,0,50,50,0,0,,1,109.89699578285216,13.43904447555542,gpt-oss:20b,qwen3,124,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.446394145488739,0.5218321681022644,0.4793299436569214,0.4996789395809173,,,
json,incremental,24.0,24.0,22.0,55.0,24,227829,229218,False,False,False,0,24,24,0,0,0.3923185765743255,22,99.71374893188477,14.675838470458984,gpt-oss:20b,qwen3,124,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.446394145488739,0.4751075506210327,0.3729509711265564,0.4178763926029205,,,
json,fixo50,1.0,1.0,41.0,,1,32639,32705,False,False,True,0,1,1,0,0,,41,7.832038640975952,16.6487717628479,gpt-oss:20b,qwen3,124,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.446394145488739,0.4655741453170776,0.3672999143600464,0.4106391370296478,,,
regex,iterativo,1.0,1.0,1.0,142.0,1,449,484,False,False,False,0,0,0,0,0,0.5304188132286072,1,1.716308355331421,12.913981914520264,gpt-oss:20b,qwen3,125,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.5304188132286072,0.6110044121742249,0.550570011138916,0.5792151093482971,,,
regex,incremental,1.0,1.0,1.0,142.0,1,449,484,False,False,False,0,0,0,0,0,0.5304188132286072,1,1.7202022075653076,12.913981914520264,gpt-oss:20b,qwen3,125,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.5304188132286072,0.6110044121742249,0.550570011138916,0.5792151093482971,,,
regex,fixo50,1.0,1.0,45.0,,1,28206,28331,False,False,False,0,0,0,0,0,,45,9.635935068130491,16.13330888748169,gpt-oss:20b,qwen3,125,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.5304188132286072,0.6313525438308716,0.8561962842941284,0.7267817854881287,,,
json,iterativo,3.0,3.0,1.0,137.0,3,2784,2969,False,False,False,0,3,3,0,0,0.4879676103591919,1,8.233713865280151,13.047295093536375,gpt-oss:20b,qwen3,125,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.5304188132286072,0.7442836761474609,0.7393357753753662,0.7418015003204346,,,
json,incremental,3.0,3.0,3.0,137.0,3,3851,4083,False,False,False,0,3,3,0,0,0.4879676103591919,3,9.962087631225586,13.134851932525637,gpt-oss:20b,qwen3,125,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.5304188132286072,0.6976369619369507,0.7537763118743896,0.7246209383010864,,,
json,fixo50,1.0,1.0,45.0,,1,28282,28380,False,False,False,0,1,1,0,0,,45,8.319875478744507,16.144221305847168,gpt-oss:20b,qwen3,125,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,142,0.5304188132286072,0.7206388711929321,0.8068336844444275,0.7613043785095215,,,
regex,iterativo,1.0,1.0,1.0,137.0,1,1470,1538,False,False,False,0,0,0,0,0,0.6844470500946045,1,3.037207126617432,13.036664962768556,gpt-oss:20b,qwen3,126,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,137,0.6844470500946045,0.7100064158439636,0.8572975397109985,0.7767309546470642,,,
regex,incremental,1.0,1.0,1.0,137.0,1,1470,1538,False,False,False,0,0,0,0,0,0.6844470500946045,1,3.025664567947388,13.036664962768556,gpt-oss:20b,qwen3,126,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,137,0.6844470500946045,0.7100064158439636,0.8572975397109985,0.7767309546470642,,,
regex,fixo50,1.0,1.0,45.0,,1,32237,32325,False,False,False,0,0,0,0,0,,45,8.440325498580933,16.602689266204834,gpt-oss:20b,qwen3,126,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,137,0.6844470500946045,0.7126743793487549,0.8741706609725952,0.7852045893669128,,,
json,iterativo,1.0,1.0,1.0,137.0,1,1546,1610,False,False,False,0,1,1,0,0,0.6844470500946045,1,2.936504602432251,13.049400329589844,gpt-oss:20b,qwen3,126,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,137,0.6844470500946045,0.7794100046157837,0.6403167247772217,0.7030497789382935,,,
json,incremental,1.0,1.0,1.0,137.0,1,1546,1610,False,False,False,0,1,1,0,0,0.6844470500946045,1,2.938344240188598,13.049400329589844,gpt-oss:20b,qwen3,126,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,137,0.6844470500946045,0.7794100046157837,0.6403167247772217,0.7030497789382935,,,
json,fixo50,1.0,1.0,45.0,,1,32313,32386,False,False,False,0,1,1,0,0,,45,7.836327075958252,16.610540866851807,gpt-oss:20b,qwen3,126,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx,137,0.6844470500946045,0.9425094127655028,0.9507830142974854,0.9466280937194824,,,
