criterio,modo,D_iter,D_iter_regra_alternativa,D_chunk,id_chunk_parada,n_inferencias,tokens_prompt_acum,tokens_total_acum,censurado_direita,censurado_limite_tokens,contexto_truncado,n_paginas_puladas,n_iter_conformes,n_iter_json_estrito,n_iter_formato_invalido,n_iter_max_tokens,similaridade_na_parada,n_paginas_enviadas,tempo_s,vram_pico_gb,modelo,retriever,pergunta_idx,pergunta,resposta_gabarito,arquivo_fonte,id_chunk_top1,similaridade_top1,S_bertscore_p,S_bertscore_r,S_bertscore_f1,id_chunk_gold,ids_chunk_gold_todos,parou_no_gold
json,fixo50,1.0,1.0,43.0,,1,31660,32023,False,False,True,0,1,0,0,0,,43,27.82554578781128,16.534257888793945,gpt-oss:20b,e5small,95,"Como corrigir número de uma APAC?
","Para corrigir o número da autorização de uma APAC, a TI deve tomar conhecimento através de um chamado no GLPI, informando o nome completo do paciente, o número errado da APAC e o número correto. Opcionalmente, pode-se informar a data da APAC. O primeiro passo é buscar, através do nome do paciente, o ID da solicitação referente à APAC que será alterada, utilizando o seguinte comando SQL:

```sql
SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
```

No resultado da pesquisa, verifique se as colunas apa_num e criado_em de pelo menos uma linha conferem com a APAC e datas informadas. Se sim, memorize o ID (coluna id). Em seguida, execute o comando SQL para realizar a correção, substituindo o número incorreto pelo correto:

```sql
UPDATE po_apacs_solicitacoes 
SET apa_num = '99999999999' /* número correto */
WHERE id = 00000; /* ID da select anterior */
```

Para excluir o número da autorização da APAC, o procedimento é semelhante, mas o comando SQL a ser executado é:

```sql
UPDATE po_apacs_solicitacoes 
SET apa_num = NULL 
WHERE id = 00000; /* ID da select anterior */
```",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.026 CORRIGIR NÚMERO DE AUTORIZAÇÃO DE UMA APAC.docx,699,0.9002237319946289,0.7446209192276001,0.7417171001434326,0.7431661486625671,,,
regex,iterativo,1.0,1.0,1.0,678.0,1,429,666,False,False,False,0,0,0,0,0,0.8804025650024414,1,14.870017528533936,12.911982536315918,gpt-oss:20b,e5small,96,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx,678,0.8804025650024414,0.7026612758636475,0.7393027544021606,0.7205164432525635,,,
regex,incremental,1.0,1.0,1.0,678.0,1,429,666,False,False,False,0,0,0,0,0,0.8804025650024414,1,14.721542119979858,12.911982536315918,gpt-oss:20b,e5small,96,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx,678,0.8804025650024414,0.7026612758636475,0.7393027544021606,0.7205164432525635,,,
regex,fixo50,1.0,1.0,41.0,,1,30461,30814,False,False,False,0,0,0,0,0,,41,27.11555552482605,16.395814895629883,gpt-oss:20b,e5small,96,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx,678,0.8804025650024414,0.669690728187561,0.7985056042671204,0.7284471988677979,,,
json,iterativo,1.0,1.0,1.0,678.0,1,505,642,False,False,False,0,1,1,0,0,0.8804025650024414,1,8.902005434036255,12.920113563537598,gpt-oss:20b,e5small,96,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx,678,0.8804025650024414,0.8447312116622925,0.7485153675079346,0.7937180399894714,,,
json,incremental,1.0,1.0,1.0,678.0,1,505,642,False,False,False,0,1,1,0,0,0.8804025650024414,1,8.789371490478516,12.920113563537598,gpt-oss:20b,e5small,96,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx,678,0.8804025650024414,0.8447312116622925,0.7485153675079346,0.7937180399894714,,,
json,fixo50,1.0,1.0,41.0,,1,30537,30735,False,False,False,0,1,1,0,0,,41,17.228854179382324,16.40450668334961,gpt-oss:20b,e5small,96,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx,678,0.8804025650024414,0.7517163753509521,0.8031724691390991,0.776593029499054,,,
regex,iterativo,1.0,1.0,1.0,685.0,1,423,614,False,False,False,0,0,0,0,0,0.8654799461364746,1,11.89672327041626,12.911383152008057,gpt-oss:20b,e5small,97,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx,685,0.8654799461364746,0.6812605857849121,0.7180233597755432,0.6991590857505798,,,
regex,incremental,1.0,1.0,1.0,685.0,1,423,614,False,False,False,0,0,0,0,0,0.8654799461364746,1,11.916458368301392,12.911383152008057,gpt-oss:20b,e5small,97,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx,685,0.8654799461364746,0.6812605857849121,0.7180233597755432,0.6991590857505798,,,
regex,fixo50,1.0,1.0,39.0,,1,31800,32249,False,False,True,0,0,0,0,0,,39,33.19257736206055,16.550128936767578,gpt-oss:20b,e5small,97,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx,685,0.8654799461364746,0.603985071182251,0.7613775730133057,0.6736096143722534,,,
json,iterativo,1.0,1.0,1.0,685.0,1,499,686,False,False,False,0,1,1,0,0,0.8654799461364746,1,11.697410821914673,12.919416904449465,gpt-oss:20b,e5small,97,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx,685,0.8654799461364746,0.7816848158836365,0.7911831140518188,0.7864053249359131,,,
json,incremental,1.0,1.0,1.0,685.0,1,499,686,False,False,False,0,1,1,0,0,0.8654799461364746,1,11.833404541015623,12.919416904449465,gpt-oss:20b,e5small,97,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx,685,0.8654799461364746,0.7816848158836365,0.7911831140518188,0.7864053249359131,,,
json,fixo50,1.0,1.0,39.0,,1,31876,32150,False,False,True,0,1,1,0,0,,39,22.32231712341309,16.560626983642578,gpt-oss:20b,e5small,97,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx,685,0.8654799461364746,0.7413473129272461,0.8297514915466309,0.783062219619751,,,
regex,iterativo,1.0,1.0,1.0,706.0,1,1134,1725,False,False,False,0,0,0,0,0,0.8987954258918762,1,35.534090757369995,12.997995853424072,gpt-oss:20b,e5small,98,"Como corrigir datas de uma APAC?
","Para corrigir datas de uma APAC, siga os passos abaixo:

1.  **Identificação da Solicitação:** Inicie buscando, pelo nome do paciente, o ID da solicitação referente à APAC que terá a data alterada. Utilize o seguinte comando SQL:
    ```sql
    SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
    ```
2.  **Localize o ID:** No resultado da pesquisa, verifique se existe algum registro com a APAC (coluna `apa_num`) igual à informada na abertura do chamado. Se sim, memorize o ID (coluna `id`), que será usado na cláusula `WHERE` dos comandos a seguir.

3.  **Tipos de Alteração e Comandos UPDATE:**
    *   **Data de Solicitação, Início e Fim da Validade, e Data da Autorização:** Para ajustar essas datas, execute o seguinte comando, alterando as partes grifadas em verde de acordo com o conteúdo correto:
        ```sql
        UPDATE po_apacs_solicitacoes 
        SET xxxxxxxxxxxxxxxxxx
        WHERE id = 00000; /* ID da select anterior */
        ```
        *   `SET apa_dtiinval = 'AAAA-MM-DD'` (Trocar data de início da validade)
        *   `SET apa_dtfimval = 'AAAA-MM-DD'` (Trocar data de fim da validade)
        *   `SET created = 'AAAA-MM-DD'` (Trocar data de solicitação)
        *   `SET apa_dataut = 'AAAA-MM-DD'` (Trocar data da autorização)
    *   **Data do Início do Tratamento Solicitado e Data da Identificação Patológica:**
        *   Altere a data `apa_dtiinval` na tabela `po_apacs_solicitacoes` como descrito acima.
        *   Ajuste a tabela `po_apacs_qts_rts`. Utilize o ID da pesquisa do comando 1 e execute:
            ```sql
            SELECT * FROM po_apacs_qts_rts WHERE apa_solicitacao_id = 00000 ORDER BY id;
            ```
        *   Verifique se as linhas retornadas correspondem às regras especificadas para `apa_dtintr`, `apa_pr`, e `apa_cmp`. Se precisar atualizar, use o comando:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_pr = '2022-06-01',   /* Formato 'AAAA-MM-DD' */
                apa_dtintr = '2022-06-08',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```
        *   Para alterar a Data da Identificação Patológica, utilize a mesma consulta anterior (comando 3) e atualize as informações retornadas no campo `apa_dtiden`:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_dtiden = '2022-05-01',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```

Lembre-se de substituir os valores de exemplo (`AAAA-MM-DD`, `00000`, `88888`, etc.) pelos valores corretos correspondentes ao seu caso.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.027 CORRIGIR DATAS (SOLICITAÇÃO, INÍCIO E FIM) DE UMA APAC.docx",706,0.8987954258918762,0.8058106899261475,0.7904981374740601,0.7980809807777405,,,
regex,incremental,1.0,1.0,1.0,706.0,1,1134,1725,False,False,False,0,0,0,0,0,0.8987954258918762,1,35.48417019844055,12.997995853424072,gpt-oss:20b,e5small,98,"Como corrigir datas de uma APAC?
","Para corrigir datas de uma APAC, siga os passos abaixo:

1.  **Identificação da Solicitação:** Inicie buscando, pelo nome do paciente, o ID da solicitação referente à APAC que terá a data alterada. Utilize o seguinte comando SQL:
    ```sql
    SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
    ```
2.  **Localize o ID:** No resultado da pesquisa, verifique se existe algum registro com a APAC (coluna `apa_num`) igual à informada na abertura do chamado. Se sim, memorize o ID (coluna `id`), que será usado na cláusula `WHERE` dos comandos a seguir.

3.  **Tipos de Alteração e Comandos UPDATE:**
    *   **Data de Solicitação, Início e Fim da Validade, e Data da Autorização:** Para ajustar essas datas, execute o seguinte comando, alterando as partes grifadas em verde de acordo com o conteúdo correto:
        ```sql
        UPDATE po_apacs_solicitacoes 
        SET xxxxxxxxxxxxxxxxxx
        WHERE id = 00000; /* ID da select anterior */
        ```
        *   `SET apa_dtiinval = 'AAAA-MM-DD'` (Trocar data de início da validade)
        *   `SET apa_dtfimval = 'AAAA-MM-DD'` (Trocar data de fim da validade)
        *   `SET created = 'AAAA-MM-DD'` (Trocar data de solicitação)
        *   `SET apa_dataut = 'AAAA-MM-DD'` (Trocar data da autorização)
    *   **Data do Início do Tratamento Solicitado e Data da Identificação Patológica:**
        *   Altere a data `apa_dtiinval` na tabela `po_apacs_solicitacoes` como descrito acima.
        *   Ajuste a tabela `po_apacs_qts_rts`. Utilize o ID da pesquisa do comando 1 e execute:
            ```sql
            SELECT * FROM po_apacs_qts_rts WHERE apa_solicitacao_id = 00000 ORDER BY id;
            ```
        *   Verifique se as linhas retornadas correspondem às regras especificadas para `apa_dtintr`, `apa_pr`, e `apa_cmp`. Se precisar atualizar, use o comando:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_pr = '2022-06-01',   /* Formato 'AAAA-MM-DD' */
                apa_dtintr = '2022-06-08',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```
        *   Para alterar a Data da Identificação Patológica, utilize a mesma consulta anterior (comando 3) e atualize as informações retornadas no campo `apa_dtiden`:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_dtiden = '2022-05-01',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```

Lembre-se de substituir os valores de exemplo (`AAAA-MM-DD`, `00000`, `88888`, etc.) pelos valores corretos correspondentes ao seu caso.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.027 CORRIGIR DATAS (SOLICITAÇÃO, INÍCIO E FIM) DE UMA APAC.docx",706,0.8987954258918762,0.8058106899261475,0.7904981374740601,0.7980809807777405,,,
regex,fixo50,1.0,1.0,45.0,,1,32620,33420,False,False,True,0,0,0,0,1,,45,53.1666567325592,16.646910667419434,gpt-oss:20b,e5small,98,"Como corrigir datas de uma APAC?
","Para corrigir datas de uma APAC, siga os passos abaixo:

1.  **Identificação da Solicitação:** Inicie buscando, pelo nome do paciente, o ID da solicitação referente à APAC que terá a data alterada. Utilize o seguinte comando SQL:
    ```sql
    SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
    ```
2.  **Localize o ID:** No resultado da pesquisa, verifique se existe algum registro com a APAC (coluna `apa_num`) igual à informada na abertura do chamado. Se sim, memorize o ID (coluna `id`), que será usado na cláusula `WHERE` dos comandos a seguir.

3.  **Tipos de Alteração e Comandos UPDATE:**
    *   **Data de Solicitação, Início e Fim da Validade, e Data da Autorização:** Para ajustar essas datas, execute o seguinte comando, alterando as partes grifadas em verde de acordo com o conteúdo correto:
        ```sql
        UPDATE po_apacs_solicitacoes 
        SET xxxxxxxxxxxxxxxxxx
        WHERE id = 00000; /* ID da select anterior */
        ```
        *   `SET apa_dtiinval = 'AAAA-MM-DD'` (Trocar data de início da validade)
        *   `SET apa_dtfimval = 'AAAA-MM-DD'` (Trocar data de fim da validade)
        *   `SET created = 'AAAA-MM-DD'` (Trocar data de solicitação)
        *   `SET apa_dataut = 'AAAA-MM-DD'` (Trocar data da autorização)
    *   **Data do Início do Tratamento Solicitado e Data da Identificação Patológica:**
        *   Altere a data `apa_dtiinval` na tabela `po_apacs_solicitacoes` como descrito acima.
        *   Ajuste a tabela `po_apacs_qts_rts`. Utilize o ID da pesquisa do comando 1 e execute:
            ```sql
            SELECT * FROM po_apacs_qts_rts WHERE apa_solicitacao_id = 00000 ORDER BY id;
            ```
        *   Verifique se as linhas retornadas correspondem às regras especificadas para `apa_dtintr`, `apa_pr`, e `apa_cmp`. Se precisar atualizar, use o comando:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_pr = '2022-06-01',   /* Formato 'AAAA-MM-DD' */
                apa_dtintr = '2022-06-08',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```
        *   Para alterar a Data da Identificação Patológica, utilize a mesma consulta anterior (comando 3) e atualize as informações retornadas no campo `apa_dtiden`:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_dtiden = '2022-05-01',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```

Lembre-se de substituir os valores de exemplo (`AAAA-MM-DD`, `00000`, `88888`, etc.) pelos valores corretos correspondentes ao seu caso.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.027 CORRIGIR DATAS (SOLICITAÇÃO, INÍCIO E FIM) DE UMA APAC.docx",706,0.8987954258918762,0.8217421174049377,0.7912081480026245,0.8061861395835876,,,
json,iterativo,1.0,1.0,1.0,706.0,1,1210,1659,False,False,False,0,1,1,0,0,0.8987954258918762,1,27.15004849433899,13.006901741027832,gpt-oss:20b,e5small,98,"Como corrigir datas de uma APAC?
","Para corrigir datas de uma APAC, siga os passos abaixo:

1.  **Identificação da Solicitação:** Inicie buscando, pelo nome do paciente, o ID da solicitação referente à APAC que terá a data alterada. Utilize o seguinte comando SQL:
    ```sql
    SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
    ```
2.  **Localize o ID:** No resultado da pesquisa, verifique se existe algum registro com a APAC (coluna `apa_num`) igual à informada na abertura do chamado. Se sim, memorize o ID (coluna `id`), que será usado na cláusula `WHERE` dos comandos a seguir.

3.  **Tipos de Alteração e Comandos UPDATE:**
    *   **Data de Solicitação, Início e Fim da Validade, e Data da Autorização:** Para ajustar essas datas, execute o seguinte comando, alterando as partes grifadas em verde de acordo com o conteúdo correto:
        ```sql
        UPDATE po_apacs_solicitacoes 
        SET xxxxxxxxxxxxxxxxxx
        WHERE id = 00000; /* ID da select anterior */
        ```
        *   `SET apa_dtiinval = 'AAAA-MM-DD'` (Trocar data de início da validade)
        *   `SET apa_dtfimval = 'AAAA-MM-DD'` (Trocar data de fim da validade)
        *   `SET created = 'AAAA-MM-DD'` (Trocar data de solicitação)
        *   `SET apa_dataut = 'AAAA-MM-DD'` (Trocar data da autorização)
    *   **Data do Início do Tratamento Solicitado e Data da Identificação Patológica:**
        *   Altere a data `apa_dtiinval` na tabela `po_apacs_solicitacoes` como descrito acima.
        *   Ajuste a tabela `po_apacs_qts_rts`. Utilize o ID da pesquisa do comando 1 e execute:
            ```sql
            SELECT * FROM po_apacs_qts_rts WHERE apa_solicitacao_id = 00000 ORDER BY id;
            ```
        *   Verifique se as linhas retornadas correspondem às regras especificadas para `apa_dtintr`, `apa_pr`, e `apa_cmp`. Se precisar atualizar, use o comando:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_pr = '2022-06-01',   /* Formato 'AAAA-MM-DD' */
                apa_dtintr = '2022-06-08',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```
        *   Para alterar a Data da Identificação Patológica, utilize a mesma consulta anterior (comando 3) e atualize as informações retornadas no campo `apa_dtiden`:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_dtiden = '2022-05-01',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```

Lembre-se de substituir os valores de exemplo (`AAAA-MM-DD`, `00000`, `88888`, etc.) pelos valores corretos correspondentes ao seu caso.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.027 CORRIGIR DATAS (SOLICITAÇÃO, INÍCIO E FIM) DE UMA APAC.docx",706,0.8987954258918762,0.8415694236755371,0.7776979207992554,0.8083739280700684,,,
