Embedding,pergunta_idx,Modelo,Criterio,D_incremental,D_iterativo,delta_D,classificacao_D,D_censurado,F1_incremental,F1_iterativo,delta_F1,classificacao_F1,P_incremental,P_iterativo,delta_P,classificacao_P,R_incremental,R_iterativo,delta_R,classificacao_R,tokens_incremental,tokens_iterativo,tokens_fixo50,delta_tokens,eta,classificacao_eta,eta_iterativo,Dchunk_incremental,Dchunk_iterativo,Dchunk_fixo50,ninf_incremental,ninf_iterativo,tokens_prompt_incremental,tokens_prompt_iterativo,tokens_prompt_fixo50,censurado_dmax_incremental,censurado_tokens_incremental,censurado_dmax_iterativo,censurado_tokens_iterativo,censurado_dmax_fixo50,censurado_tokens_fixo50
e5small,130,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6020614504814148,0.6020614504814148,0.0,empate,0.6109664440155029,0.6109664440155029,0.0,empate,0.5934122204780579,0.5934122204780579,0.0,empate,5943,5943,28939,0,0.7946369950585714,eta_gt_0,0.7946369950585714,1.0,1.0,26.0,1,1,5721,5721,28601,False,False,False,False,False,False
e5small,131,mistral-small3.1:latest,json,33.0,,,nao_comparavel,True,0.6940480470657349,0.4905524253845215,0.20349562168121338,incremental_gt_iterativo,0.9293242692947388,0.5642374753952026,0.36508679389953613,incremental_gt_iterativo,0.5538343191146851,0.4338898062705993,0.11994451284408575,incremental_gt_iterativo,426695,76008,32060,350687,-12.309263880224579,eta_lt_0,-1.370804741110418,23.0,,26.0,33,50,426162,75208,31987,False,False,True,False,False,False
e5small,132,mistral-small3.1:latest,json,4.0,16.0,-12.0,iterativo_gt_incremental,False,0.585750162601471,0.5421825647354126,0.04356759786605835,incremental_gt_iterativo,0.5872699618339539,0.5086970329284668,0.07857292890548706,incremental_gt_iterativo,0.5842381715774536,0.5803872346878052,0.0038509368896484375,incremental_gt_iterativo,12222,21301,27713,-9079,0.5589795402879515,eta_gt_0,0.2313715584743622,4.0,1.0,33.0,4,16,12129,21013,27586,False,False,False,False,False,False
e5small,133,mistral-small3.1:latest,json,3.0,,,nao_comparavel,True,0.7896012663841248,0.4341877102851867,0.35541355609893804,incremental_gt_iterativo,0.8932086825370789,0.5526434779167175,0.34056520462036133,incremental_gt_iterativo,0.7075313925743103,0.3575492203235626,0.3499821722507477,incremental_gt_iterativo,10148,71611,29855,-61463,0.6600904371127114,eta_gt_0,-1.3986266956958633,3.0,,33.0,3,50,10063,70811,29802,False,False,True,False,False,False
e5small,134,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.5323885083198547,0.5323885083198547,0.0,empate,0.5766935348510742,0.5766935348510742,0.0,empate,0.4944052994251251,0.4944052994251251,0.0,empate,5810,5810,32338,0,0.8203352093512277,eta_gt_0,0.8203352093512277,1.0,1.0,24.0,1,1,5730,5730,32217,False,False,False,False,False,False
e5small,135,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7015393376350403,0.7015393376350403,0.0,empate,0.6872431039810181,0.6872431039810181,0.0,empate,0.7164429426193237,0.7164429426193237,0.0,empate,1100,1100,32296,0,0.9659400544959128,eta_gt_0,0.9659400544959128,1.0,1.0,30.0,1,1,1060,1060,32257,False,False,False,False,False,False
e5small,136,mistral-small3.1:latest,json,,,,nao_comparavel,True,0.6300947070121765,0.6300947070121765,0.0,empate,0.7330834865570068,0.7330834865570068,0.0,empate,0.5524786114692688,0.5524786114692688,0.0,empate,703595,61982,32342,641613,-20.75483890915837,eta_lt_0,-0.9164553830931914,,,,45,50,702875,61182,32326,False,True,True,False,True,False
e5small,137,mistral-small3.1:latest,json,,,,nao_comparavel,True,0.4501387178897857,0.4501387178897857,0.0,empate,0.5094069242477417,0.5094069242477417,0.0,empate,0.4032245278358459,0.4032245278358459,0.0,empate,810788,63006,29814,747782,-26.19487489099081,eta_lt_0,-1.1133024753471523,,,,44,50,810084,62206,29798,False,True,True,False,True,False
e5small,138,mistral-small3.1:latest,json,2.0,2.0,0.0,empate,False,0.8163861632347107,0.852160632610321,-0.03577446937561035,iterativo_gt_incremental,0.865235447883606,0.8684412240982056,-0.0032057762145996094,iterativo_gt_incremental,0.772757887840271,0.8364793062210083,-0.0637214183807373,iterativo_gt_incremental,6515,4798,30355,1717,0.7853730851589524,eta_gt_0,0.841937077911382,2.0,1.0,22.0,2,2,6162,4305,29555,False,False,False,False,False,False
e5small,139,mistral-small3.1:latest,json,2.0,2.0,0.0,empate,False,0.668242335319519,0.668242335319519,0.0,empate,0.8651086688041687,0.8651086688041687,0.0,empate,0.5443652272224426,0.5443652272224426,0.0,empate,6025,4258,32465,1767,0.814415524410904,eta_gt_0,0.868843369782843,2.0,1.0,23.0,2,2,5994,4227,32450,False,False,False,False,False,False
e5small,140,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6903906464576721,0.6903906464576721,0.0,empate,0.6660183668136597,0.6660183668136597,0.0,empate,0.7166144847869873,0.7166144847869873,0.0,empate,2285,2285,31778,0,0.9280949084272138,eta_gt_0,0.9280949084272138,1.0,1.0,20.0,1,1,2044,2044,31598,False,False,False,False,False,False
e5small,141,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6440187096595764,0.6440187096595764,0.0,empate,0.6367820501327515,0.6367820501327515,0.0,empate,0.6514216661453247,0.6514216661453247,0.0,empate,1944,1944,31915,0,0.9390882030393232,eta_gt_0,0.9390882030393232,1.0,1.0,23.0,1,1,1829,1829,31800,False,False,False,False,False,False
e5small,142,mistral-small3.1:latest,json,5.0,5.0,0.0,empate,False,0.6228765845298767,0.4310805201530456,0.1917960643768311,incremental_gt_iterativo,0.5662687420845032,0.7272335290908813,-0.16096478700637817,iterativo_gt_incremental,0.6920593976974487,0.3063321709632873,0.38572722673416143,incremental_gt_iterativo,34349,14899,32448,19450,-0.058586045364891426,eta_lt_0,0.5408345660749507,4.0,1.0,24.0,5,5,34163,14827,32432,False,False,False,False,False,False
e5small,143,mistral-small3.1:latest,json,4.0,4.0,0.0,empate,False,0.7619567513465881,0.8001867532730103,-0.03823000192642212,iterativo_gt_incremental,0.8983057737350464,0.914868414402008,-0.01656264066696156,iterativo_gt_incremental,0.6615445017814636,0.7110539674758911,-0.04950946569442749,iterativo_gt_incremental,20180,9392,32104,10788,0.37141789185148266,eta_gt_0,0.707450784948916,3.0,1.0,18.0,4,4,20088,9290,32061,False,False,False,False,False,False
e5small,144,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6435652375221252,0.6435652375221252,0.0,empate,0.718780517578125,0.718780517578125,0.0,empate,0.5826002955436707,0.5826002955436707,0.0,empate,1668,1668,32802,0,0.9491494421071885,eta_gt_0,0.9491494421071885,1.0,1.0,25.0,1,1,1548,1548,32031,False,False,False,False,False,False
e5small,145,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.5369953513145447,0.5369953513145447,0.0,empate,0.5972319841384888,0.5972319841384888,0.0,empate,0.4877963662147522,0.4877963662147522,0.0,empate,1208,1208,32543,0,0.9628798820022739,eta_gt_0,0.9628798820022739,1.0,1.0,24.0,1,1,1183,1183,32527,False,False,False,False,False,False
e5small,146,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.5755121111869812,0.5755121111869812,0.0,empate,0.7790493369102478,0.7790493369102478,0.0,empate,0.4562981128692627,0.4562981128692627,0.0,empate,1212,1212,31417,0,0.9614221599770825,eta_gt_0,0.9614221599770825,1.0,1.0,21.0,1,1,1185,1185,31387,False,False,False,False,False,False
e5small,147,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.8343732357025146,0.8343732357025146,0.0,empate,0.8876802921295166,0.8876802921295166,0.0,empate,0.787105917930603,0.787105917930603,0.0,empate,1526,1526,32663,0,0.9532804702568656,eta_gt_0,0.9532804702568656,1.0,1.0,22.0,1,1,1451,1451,32563,False,False,False,False,False,False
e5small,148,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.8343732357025146,0.8343732357025146,0.0,empate,0.8876802921295166,0.8876802921295166,0.0,empate,0.787105917930603,0.787105917930603,0.0,empate,1526,1526,32663,0,0.9532804702568656,eta_gt_0,0.9532804702568656,1.0,1.0,22.0,1,1,1451,1451,32563,False,False,False,False,False,False
e5small,149,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6466004252433777,0.6466004252433777,0.0,empate,0.6233319044113159,0.6233319044113159,0.0,empate,0.6716735363006592,0.6716735363006592,0.0,empate,1300,1300,31249,0,0.9583986687574002,eta_gt_0,0.9583986687574002,1.0,1.0,31.0,1,1,1105,1105,31082,False,False,False,False,False,False
e5small,150,mistral-small3.1:latest,json,6.0,,,nao_comparavel,True,0.7143436670303345,0.4004592895507812,0.3138843774795533,incremental_gt_iterativo,0.6903153657913208,0.533174991607666,0.15714037418365479,incremental_gt_iterativo,0.7401052117347717,0.3206454813480377,0.419459730386734,incremental_gt_iterativo,46172,84433,32334,-38261,-0.42797055730809674,eta_lt_0,-1.6112760561637902,6.0,,33.0,6,50,45551,83633,31793,False,False,True,False,False,False
e5small,151,mistral-small3.1:latest,json,2.0,4.0,-2.0,iterativo_gt_incremental,False,0.6621298789978027,0.5378980040550232,0.12423187494277954,incremental_gt_iterativo,0.5712939500808716,0.5187056660652161,0.05258828401565552,incremental_gt_iterativo,0.7873130440711975,0.558565080165863,0.22874796390533447,incremental_gt_iterativo,3955,5516,32861,-1561,0.879644563464289,eta_gt_0,0.8321414442652384,2.0,1.0,35.0,2,4,3615,5384,32537,False,False,False,False,False,False
e5small,152,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7223188281059265,0.7223188281059265,0.0,empate,0.7864651679992676,0.7864651679992676,0.0,empate,0.6678473949432373,0.6678473949432373,0.0,empate,5778,5778,32618,0,0.8228585443620087,eta_gt_0,0.8228585443620087,1.0,1.0,27.0,1,1,5688,5688,32581,False,False,False,False,False,False
e5small,153,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6479834914207458,0.6479834914207458,0.0,empate,0.7345955967903137,0.7345955967903137,0.0,empate,0.5796412229537964,0.5796412229537964,0.0,empate,906,906,31304,0,0.9710580117556862,eta_gt_0,0.9710580117556862,1.0,1.0,39.0,1,1,807,807,31194,False,False,False,False,False,False
e5small,154,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6585741639137268,0.6585741639137268,0.0,empate,0.6480231285095215,0.6480231285095215,0.0,empate,0.6694744825363159,0.6694744825363159,0.0,empate,3640,3640,29123,0,0.8750128764206984,eta_gt_0,0.8750128764206984,1.0,1.0,24.0,1,1,3513,3513,28497,False,False,False,False,False,False
e5small,155,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6036425828933716,0.6036425828933716,0.0,empate,0.8208699226379395,0.8208699226379395,0.0,empate,0.4773271381855011,0.4773271381855011,0.0,empate,1294,1294,32067,0,0.9596469891165372,eta_gt_0,0.9596469891165372,1.0,1.0,38.0,1,1,1281,1281,32053,False,False,False,False,False,False
e5small,156,mistral-small3.1:latest,json,16.0,16.0,0.0,empate,False,0.7375039458274841,0.7243809700012207,0.013122975826263428,incremental_gt_iterativo,0.8613572716712952,0.8701542019844055,-0.008796930313110352,iterativo_gt_incremental,0.644790530204773,0.6204411387443542,0.0243493914604187,incremental_gt_iterativo,166159,26115,32634,140044,-4.091591591591592,eta_lt_0,0.1997609854752712,16.0,1.0,31.0,16,16,165899,25857,32615,False,False,False,False,False,False
e5small,157,mistral-small3.1:latest,json,4.0,,,nao_comparavel,True,0.8089714050292969,0.452597051858902,0.3563743531703949,incremental_gt_iterativo,0.9189372062683104,0.5289721488952637,0.38996505737304676,incremental_gt_iterativo,0.7225111722946167,0.3954940736293793,0.3270170986652374,incremental_gt_iterativo,8162,63582,32516,-55420,0.7489851150202977,eta_gt_0,-0.9554065690736868,4.0,,,4,50,8066,62782,32500,False,False,True,False,True,False
e5small,158,mistral-small3.1:latest,json,2.0,2.0,0.0,empate,False,0.4997823536396026,0.4997823536396026,0.0,empate,0.6730941534042358,0.6730941534042358,0.0,empate,0.3974459171295166,0.3974459171295166,0.0,empate,2876,2215,32582,661,0.9117304032901602,eta_gt_0,0.9320176784727764,2.0,1.0,31.0,2,2,2848,2187,32573,False,False,False,False,False,False
e5small,159,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.5014567375183105,0.5014567375183105,0.0,empate,0.5890729427337646,0.5890729427337646,0.0,empate,0.436529278755188,0.436529278755188,0.0,empate,1375,1375,32324,0,0.9574619477787403,eta_gt_0,0.9574619477787403,1.0,1.0,36.0,1,1,1363,1363,32301,False,False,False,False,False,False
e5small,160,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.9667028188705444,0.9667028188705444,0.0,empate,0.9555739760398864,0.9555739760398864,0.0,empate,0.9780941009521484,0.9780940413475036,5.960464488641293e-08,incremental_gt_iterativo,904,904,32659,0,0.9723200342937628,eta_gt_0,0.9723200342937628,1.0,1.0,37.0,1,1,808,808,32563,False,False,False,False,False,False
e5small,161,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.4064476191997528,0.4064475893974304,2.9802322387695312e-08,incremental_gt_iterativo,0.4331144094467163,0.4331143796443939,2.9802322387695312e-08,incremental_gt_iterativo,0.3828741312026977,0.3828741312026977,0.0,empate,1391,1391,32297,0,0.9569309843019476,eta_gt_0,0.9569309843019476,1.0,1.0,23.0,1,1,1366,1366,32242,False,False,False,False,False,False
e5small,162,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.5362051129341125,0.5362051725387573,-5.960464477539063e-08,iterativo_gt_incremental,0.5426955819129944,0.5426956415176392,-5.960464477539063e-08,iterativo_gt_incremental,0.5298680663108826,0.5298680663108826,0.0,empate,2821,2821,32688,0,0.9136992168379834,eta_gt_0,0.9136992168379834,1.0,1.0,30.0,1,1,2779,2779,32622,False,False,False,False,False,False
e5small,163,mistral-small3.1:latest,json,2.0,2.0,0.0,empate,False,0.6054622530937195,0.6025069355964661,0.002955317497253418,incremental_gt_iterativo,0.5681233406066895,0.562915563583374,0.00520777702331543,incremental_gt_iterativo,0.6480544805526733,0.6480888724327087,-3.439188003540039e-05,iterativo_gt_incremental,4160,3729,32138,431,0.8705582176862281,eta_gt_0,0.8839691331134483,2.0,1.0,36.0,2,2,4018,3583,32099,False,False,False,False,False,False
e5small,164,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.9297103881835938,0.9297103881835938,0.0,empate,0.9769624471664428,0.9769624471664428,0.0,empate,0.8868182897567749,0.8868182897567749,0.0,empate,1035,1035,29551,0,0.9649758045413015,eta_gt_0,0.9649758045413015,1.0,1.0,37.0,1,1,971,971,29510,False,False,False,False,False,False
e5small,165,mistral-small3.1:latest,json,23.0,,,nao_comparavel,True,0.5134248733520508,0.6609496474266052,-0.14752477407455444,iterativo_gt_incremental,0.4858561158180237,0.7323733568191528,-0.24651724100112915,iterativo_gt_incremental,0.5443103313446045,0.6022191047668457,-0.05790877342224121,iterativo_gt_incremental,171973,66522,31390,105451,-4.478591908251035,eta_lt_0,-1.119209939471169,23.0,,,23,50,171555,65722,31374,False,False,True,False,True,False
e5small,166,mistral-small3.1:latest,json,11.0,,,nao_comparavel,True,0.5142513513565063,0.4616009891033172,0.05265036225318914,incremental_gt_iterativo,0.5374819040298462,0.5464154481887817,-0.008933544158935547,iterativo_gt_incremental,0.4929456114768982,0.3995785117149353,0.09336709976196289,incremental_gt_iterativo,73906,85048,32254,-11142,-1.291374713213865,eta_lt_0,-1.636820239350158,11.0,,23.0,11,50,73714,84248,32218,False,False,True,False,False,False
e5small,167,mistral-small3.1:latest,json,,,,nao_comparavel,True,0.5169826745986938,0.5169826745986938,0.0,empate,0.5641951560974121,0.5641951560974121,0.0,empate,0.4770616292953491,0.4770616292953491,0.0,empate,866753,146795,32563,719958,-25.617725639529528,eta_lt_0,-3.5080305868623896,,,,50,50,865953,145995,32547,True,False,True,False,True,False
e5small,168,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.9356130957603456,0.9356130957603456,0.0,empate,0.964274287223816,0.964274287223816,0.0,empate,0.9086065888404846,0.9086065888404846,0.0,empate,1136,1136,32330,0,0.9648623569440149,eta_gt_0,0.9648623569440149,1.0,1.0,40.0,1,1,817,817,31946,False,False,False,False,False,False
e5small,169,mistral-small3.1:latest,json,2.0,2.0,0.0,empate,False,0.9274564385414124,0.8819693922996521,0.045487046241760254,incremental_gt_iterativo,0.9514257907867432,0.8604275584220886,0.09099823236465454,incremental_gt_iterativo,0.9046651124954224,0.9046176075935364,4.750490188598633e-05,incremental_gt_iterativo,2485,2160,32013,325,0.9223752850404523,eta_gt_0,0.9325274107393872,2.0,1.0,44.0,2,2,2408,2064,31952,False,False,False,False,False,False
e5small,170,mistral-small3.1:latest,json,,,,nao_comparavel,True,0.6066550016403198,0.6066550016403198,0.0,empate,0.6706733703613281,0.6706733703613281,0.0,empate,0.5537933111190796,0.5537933111190796,0.0,empate,552879,75738,32507,477141,-16.00799827729412,eta_lt_0,-1.329898175777525,,,,35,50,552319,74938,32491,False,True,True,False,True,False
e5small,171,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7810197472572327,0.7810198068618774,-5.960464477539063e-08,iterativo_gt_incremental,0.8686709403991699,0.8686709403991699,0.0,empate,0.7094358801841736,0.7094359397888184,-5.960464477539063e-08,iterativo_gt_incremental,1438,1438,31354,0,0.9541366332844294,eta_gt_0,0.9541366332844294,1.0,1.0,24.0,1,1,1373,1373,31289,False,False,False,False,False,False
e5small,172,mistral-small3.1:latest,json,,6.0,,nao_comparavel,True,0.6198840141296387,0.5897036194801331,0.030180394649505615,incremental_gt_iterativo,0.6885257959365845,0.5562946796417236,0.13223111629486084,incremental_gt_iterativo,0.563687801361084,0.6273816227912903,-0.0636938214302063,iterativo_gt_incremental,701714,7628,32478,694086,-20.605825481864645,eta_lt_0,0.765133321017304,,1.0,,40,6,701074,7517,32462,False,True,False,False,True,False
e5small,173,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6481999158859253,0.6481999754905701,-5.960464477539063e-08,iterativo_gt_incremental,0.6955457925796509,0.6955457925796509,0.0,empate,0.6068888902664185,0.6068889498710632,-5.960464477539063e-08,iterativo_gt_incremental,928,928,32763,0,0.9716753655037695,eta_gt_0,0.9716753655037695,1.0,1.0,31.0,1,1,813,813,32250,False,False,False,False,False,False
e5small,174,mistral-small3.1:latest,json,8.0,8.0,0.0,empate,False,0.7378392815589905,0.7341244220733643,0.0037148594856262207,incremental_gt_iterativo,0.8699114322662354,0.8006061911582947,0.06930524110794067,incremental_gt_iterativo,0.6405841112136841,0.6778373718261719,-0.03725326061248779,iterativo_gt_incremental,61444,20020,31479,41424,-0.951904444232663,eta_lt_0,0.3640204580831665,8.0,1.0,31.0,8,8,61169,19641,31372,False,False,False,False,False,False
e5small,175,mistral-small3.1:latest,json,2.0,4.0,-2.0,iterativo_gt_incremental,False,0.5635412931442261,0.4776777625083923,0.0858635306358338,incremental_gt_iterativo,0.7480348944664001,0.6764148473739624,0.07162004709243774,incremental_gt_iterativo,0.4520490169525146,0.3692025244235992,0.0828464925289154,incremental_gt_iterativo,3601,9128,31330,-5527,0.8850622406639004,eta_gt_0,0.7086498563676986,2.0,1.0,27.0,2,4,3571,9069,31319,False,False,False,False,False,False
e5small,176,mistral-small3.1:latest,json,15.0,5.0,10.0,incremental_gt_iterativo,False,0.8139976859092712,0.4970057308673858,0.31699195504188543,incremental_gt_iterativo,0.8936505317687988,0.5494397878646851,0.34421074390411377,incremental_gt_iterativo,0.7473820447921753,0.4537075757980346,0.2936744689941407,incremental_gt_iterativo,92788,5168,32539,87620,-1.8515934724484464,eta_lt_0,0.8411752051384492,14.0,1.0,44.0,15,5,92479,5083,32454,False,False,False,False,False,False
e5small,177,mistral-small3.1:latest,json,19.0,2.0,17.0,incremental_gt_iterativo,False,0.4769631922245025,0.4886057078838348,-0.011642515659332275,iterativo_gt_incremental,0.4374932646751404,0.4518861770629883,-0.0143929123878479,iterativo_gt_incremental,0.5242611169815063,0.53182053565979,-0.007559418678283691,iterativo_gt_incremental,210750,2426,32795,208324,-5.426284494587589,eta_lt_0,0.9260253087360878,19.0,1.0,30.0,19,2,210418,2379,32743,False,False,False,False,False,False
e5small,178,mistral-small3.1:latest,json,31.0,,,nao_comparavel,True,0.5740517377853394,0.4637947380542755,0.11025699973106384,incremental_gt_iterativo,0.5276197195053101,0.5260281562805176,0.0015915632247924805,incremental_gt_iterativo,0.6294446587562561,0.4147289395332336,0.21471571922302252,incremental_gt_iterativo,427686,60013,32431,367673,-12.187567450895749,eta_lt_0,-0.8504825629798649,28.0,,,31,50,426904,59213,32415,False,False,True,False,True,False
e5small,179,mistral-small3.1:latest,json,26.0,,,nao_comparavel,True,0.5741617679595947,0.6097423434257507,-0.035580575466156006,iterativo_gt_incremental,0.4961084723472595,0.6852124929428101,-0.18910402059555054,iterativo_gt_incremental,0.6813611388206482,0.5492475628852844,0.13211357593536377,incremental_gt_iterativo,361461,110626,32278,250835,-10.198370407088419,eta_lt_0,-2.4272879360555177,19.0,,26.0,26,50,360950,109826,32188,False,False,True,False,False,False
e5small,180,mistral-small3.1:latest,json,3.0,2.0,1.0,incremental_gt_iterativo,False,0.6902825236320496,0.8888067007064819,-0.19852417707443237,iterativo_gt_incremental,0.6622567176818848,0.8856683969497681,-0.2234116792678833,iterativo_gt_incremental,0.7207851409912109,0.8919674158096313,-0.1711822748184204,iterativo_gt_incremental,6371,2534,32727,3837,0.8053289332966663,eta_gt_0,0.9225715769853637,3.0,1.0,24.0,3,2,6166,2410,32580,False,False,False,False,False,False
e5small,181,mistral-small3.1:latest,json,4.0,2.0,2.0,incremental_gt_iterativo,False,0.8468085527420044,0.4635302126407623,0.3832783401012421,incremental_gt_iterativo,0.9124969840049744,0.53361976146698,0.3788772225379944,incremental_gt_iterativo,0.7899425625801086,0.4097151756286621,0.38022738695144653,incremental_gt_iterativo,16964,3574,32316,13390,0.4750587944052481,eta_gt_0,0.8894046292858027,4.0,1.0,26.0,4,2,16841,3546,32240,False,False,False,False,False,False
e5small,182,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7917448878288269,0.7917448282241821,5.960464477539063e-08,incremental_gt_iterativo,0.8528047800064087,0.8528047800064087,0.0,empate,0.7388445138931274,0.7388444542884827,5.960464477539063e-08,incremental_gt_iterativo,1512,1512,32790,0,0.9538883806038426,eta_gt_0,0.9538883806038426,1.0,1.0,25.0,1,1,1378,1378,32560,False,False,False,False,False,False
e5small,183,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.6563293933868408,0.6563293933868408,0.0,empate,0.8775686025619507,0.8775686025619507,0.0,empate,0.5241808891296387,0.5241808891296387,0.0,empate,1044,1044,32297,0,0.9676750162553798,eta_gt_0,0.9676750162553798,1.0,1.0,40.0,1,1,1021,1021,32254,False,False,False,False,False,False
e5small,184,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.8417340517044067,0.8417340517044067,0.0,empate,0.8826339840888977,0.8826339840888977,0.0,empate,0.8044568300247192,0.8044568300247192,0.0,empate,1631,1631,28438,0,0.9426471622476967,eta_gt_0,0.9426471622476967,1.0,1.0,32.0,1,1,1510,1510,28312,False,False,False,False,False,False
e5small,185,mistral-small3.1:latest,json,,,,nao_comparavel,True,0.4213370680809021,0.4213370680809021,0.0,empate,0.4997814297676086,0.4997814297676086,0.0,empate,0.3641768395900726,0.3641768395900726,0.0,empate,894011,76223,32570,817788,-26.448910039914033,eta_lt_0,-1.3402824685293213,,,,50,50,893211,75423,32554,True,False,True,False,True,False
e5small,186,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7139039635658264,0.7139039635658264,0.0,empate,0.7993578314781189,0.7993578314781189,0.0,empate,0.644956111907959,0.644956111907959,0.0,empate,731,731,32780,0,0.9776998169615619,eta_gt_0,0.9776998169615619,1.0,1.0,23.0,1,1,607,607,32241,False,False,False,False,False,False
e5small,187,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7987595200538635,0.7987595796585083,-5.960464477539063e-08,iterativo_gt_incremental,0.8922269940376282,0.8922269940376282,0.0,empate,0.7230179309844971,0.7230179905891418,-5.960464477539063e-08,iterativo_gt_incremental,972,972,32064,0,0.969685628742515,eta_gt_0,0.969685628742515,1.0,1.0,23.0,1,1,771,771,31863,False,False,False,False,False,False
e5small,188,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.5378970503807068,0.5378970503807068,0.0,empate,0.7042781114578247,0.7042781114578247,0.0,empate,0.4351061284542084,0.435106098651886,2.9802322387695312e-08,incremental_gt_iterativo,1362,1362,32671,0,0.9583116525358881,eta_gt_0,0.9583116525358881,1.0,1.0,45.0,1,1,1349,1349,32641,False,False,False,False,False,False
e5small,189,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.8907491564750671,0.8907491564750671,0.0,empate,0.8852545619010925,0.8852545619010925,0.0,empate,0.8963124752044678,0.8963124752044678,0.0,empate,1484,1484,31914,0,0.9535000313342107,eta_gt_0,0.9535000313342107,1.0,1.0,28.0,1,1,1357,1357,31804,False,False,False,False,False,False
e5small,190,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.7904629111289978,0.7904629111289978,0.0,empate,0.877870500087738,0.877870500087738,0.0,empate,0.7188851833343506,0.7188851833343506,0.0,empate,1568,1568,32740,0,0.9521075137446549,eta_gt_0,0.9521075137446549,1.0,1.0,26.0,1,1,1526,1526,32719,False,False,False,False,False,False
e5small,191,mistral-small3.1:latest,json,1.0,1.0,0.0,empate,False,0.9195455312728882,0.9195455312728882,0.0,empate,0.9542185068130492,0.9542185068130492,0.0,empate,0.8873040676116943,0.8873040080070496,5.960464477539063e-08,incremental_gt_iterativo,5776,5776,27718,0,0.791615556677971,eta_gt_0,0.791615556677971,1.0,1.0,30.0,1,1,5729,5729,27599,False,False,False,False,False,False
e5small,0,mistral-small3.1:latest,regex,1.0,1.0,0.0,empate,False,0.7023149728775024,0.7023149728775024,0.0,empate,0.6197144389152527,0.6197143793106079,5.960464477539063e-08,incremental_gt_iterativo,0.8103210926055908,0.8103210926055908,0.0,empate,1455,1455,32014,0,0.954551133878928,eta_gt_0,0.954551133878928,1.0,1.0,28.0,1,1,1251,1251,31744,False,False,False,False,False,False
e5small,1,mistral-small3.1:latest,regex,1.0,1.0,0.0,empate,False,0.932108461856842,0.932108461856842,0.0,empate,0.955730676651001,0.955730676651001,0.0,empate,0.9096258282661438,0.9096258282661438,0.0,empate,1686,1686,32427,0,0.9480062910537514,eta_gt_0,0.9480062910537514,1.0,1.0,29.0,1,1,1656,1656,32397,False,False,False,False,False,False
e5small,2,mistral-small3.1:latest,regex,2.0,2.0,0.0,empate,False,0.4725767076015472,0.6800301671028137,-0.20745345950126654,iterativo_gt_incremental,0.4135024547576904,0.5957189798355103,-0.18221652507781988,iterativo_gt_incremental,0.5513433218002319,0.7921404838562012,-0.24079716205596924,iterativo_gt_incremental,4885,3271,32748,1614,0.8508305850738976,eta_gt_0,0.9001160376206181,2.0,1.0,26.0,2,2,4550,3195,32651,False,False,False,False,False,False
e5small,3,mistral-small3.1:latest,regex,3.0,3.0,0.0,empate,False,0.7290828227996826,0.733831524848938,-0.004748702049255371,iterativo_gt_incremental,0.6199772357940674,0.6258215308189392,-0.005844295024871826,iterativo_gt_incremental,0.8847912549972534,0.8869010210037231,-0.0021097660064697266,iterativo_gt_incremental,12955,6893,32826,6062,0.6053433254127826,eta_gt_0,0.7900140132821544,3.0,1.0,35.0,3,3,12821,6731,32756,False,False,False,False,False,False
