retriever,modelo,criterio,pergunta_idx,n_pos,posto_entropia_media,posto_similaridade,posto_logprob_medio_referencia,posto_sonda_p_sim_norm,posto_sobreposicao_lexical,postoSUF_entropia_media,postoSUF_similaridade,postoSUF_logprob_medio_referencia,postoSUF_sonda_p_sim_norm,postoSUF_sobreposicao_lexical,estrato
e5small,mistral-small3.1:latest,regex,10,10,2,3,1,1,1,1.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,11,10,10,10,1,1,1,10.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,12,10,1,10,1,1,1,1.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,13,10,1,1,1,1,1,2.0,2.0,3.0,3.0,2.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,14,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,15,10,2,1,1,1,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,16,10,8,2,2,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,17,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,18,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,19,10,10,4,2,2,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,20,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,21,10,1,10,1,1,1,1.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,22,10,2,1,1,1,2,2.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,23,10,6,10,1,2,2,6.0,10.0,1.0,2.0,2.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,24,10,9,1,1,1,1,4.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,25,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,26,10,7,2,1,1,1,7.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,27,10,2,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,28,10,8,1,1,1,1,8.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,29,10,1,10,1,1,1,1.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,30,10,10,10,1,1,1,10.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,31,10,2,3,1,5,1,2.0,1.0,1.0,3.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,32,10,2,1,1,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,33,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,34,10,10,1,1,2,1,9.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,35,10,8,10,1,7,1,4.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,36,10,1,3,1,1,1,1.0,3.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,37,10,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,38,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,39,10,2,10,2,2,2,1.0,4.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,40,10,5,1,1,1,1,5.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,41,10,7,1,1,1,1,7.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,42,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,43,10,10,3,1,1,1,,,,,,A_top10_natural
e5small,mistral-small3.1:latest,regex,44,10,1,9,1,1,1,1.0,9.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,45,10,3,1,1,1,1,3.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,46,10,1,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,47,10,7,7,1,1,1,1.0,5.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,48,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,49,10,9,1,1,2,1,7.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,50,10,6,1,1,1,1,6.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,51,10,9,10,3,2,6,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,52,10,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,53,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,54,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,55,10,3,4,1,1,1,3.0,4.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,56,10,1,1,1,1,2,1.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,57,10,3,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,58,10,1,1,1,1,1,2.0,1.0,1.0,3.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,59,10,1,2,1,1,1,1.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,60,10,1,10,1,2,2,1.0,10.0,1.0,2.0,2.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,61,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,62,10,1,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,mistral-small3.1:latest,regex,63,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,64,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,65,10,1,5,1,1,1,1.0,5.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,66,10,3,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,67,10,5,3,2,1,2,4.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,68,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,69,10,1,1,1,1,1,,,,,,A_top10_natural
e5small,mistral-small3.1:latest,regex,70,10,1,1,1,1,2,1.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,71,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,72,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,mistral-small3.1:latest,regex,73,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,0,10,7,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,1,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,2,10,10,2,1,2,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,3,10,10,3,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,4,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,5,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,6,10,8,1,1,3,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,7,10,10,2,1,1,1,10.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,8,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,9,10,9,10,2,2,3,10.0,4.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,10,10,10,3,1,2,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,11,10,10,10,1,1,1,,,,,,B_reposicionado
e5small,qwen3.8:27b,json,12,10,10,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,13,10,10,1,1,1,1,,,,,,A_top10_natural
e5small,qwen3.8:27b,json,14,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,15,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,16,10,9,2,2,1,2,,,,,,A_top10_natural
e5small,qwen3.8:27b,json,17,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,18,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,19,10,9,4,2,3,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,20,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,21,10,10,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,22,10,10,1,1,1,2,10.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,qwen3.8:27b,json,23,10,10,10,1,2,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,24,10,8,1,1,2,1,,,,,,A_top10_natural
e5small,qwen3.8:27b,json,25,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,26,10,10,2,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,27,10,10,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,28,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,29,10,10,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,30,10,10,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,31,10,4,3,1,5,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,32,10,9,1,1,1,2,9.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,qwen3.8:27b,json,33,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,34,10,9,1,1,1,1,9.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,35,10,7,10,1,4,1,9.0,2.0,2.0,1.0,2.0,A_top10_natural
e5small,qwen3.8:27b,json,36,10,9,3,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,37,10,10,8,8,8,8,,,,,,A_top10_natural
e5small,qwen3.8:27b,json,38,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,39,10,8,10,2,2,2,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,40,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,41,10,9,1,1,1,1,10.0,2.0,2.0,1.0,2.0,A_top10_natural
e5small,qwen3.8:27b,json,42,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,43,10,10,3,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,44,10,10,9,1,1,1,10.0,9.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,45,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,46,10,10,10,1,1,1,10.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,47,10,10,7,1,1,1,8.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,48,10,9,1,1,1,1,9.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,49,10,8,1,1,1,1,,,,,,A_top10_natural
e5small,qwen3.8:27b,json,50,10,9,1,1,1,1,10.0,1.0,2.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,51,10,8,10,3,9,6,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,52,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,53,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,54,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,55,10,10,4,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,56,10,10,1,1,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,57,10,9,10,1,1,1,9.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,58,10,8,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,59,10,10,2,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,60,10,8,10,1,2,2,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,61,10,9,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,62,10,10,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,json,63,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,64,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,65,10,10,5,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,66,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,67,10,10,3,2,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,68,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,69,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,70,10,10,1,1,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,71,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,72,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,json,73,10,9,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,0,10,2,1,1,1,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,1,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,2,10,5,2,1,2,1,,,,,,A_top10_natural
e5small,qwen3.8:27b,regex,3,10,5,3,1,1,1,5.0,3.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,4,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,5,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,6,10,2,1,1,3,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,7,10,1,2,1,1,1,1.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,8,10,2,1,1,1,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,9,10,9,10,2,2,3,1.0,4.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,10,10,1,3,1,2,1,1.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,11,10,10,10,1,1,1,10.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,12,10,2,10,1,1,1,2.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,13,10,10,1,1,1,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,14,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,15,10,9,1,1,1,1,9.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,16,10,1,2,2,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,17,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,18,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,19,10,1,4,2,3,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,20,10,5,1,1,1,1,5.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,21,10,1,10,1,1,1,1.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,22,10,1,1,1,1,2,1.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,qwen3.8:27b,regex,23,10,8,10,1,2,2,7.0,2.0,1.0,2.0,2.0,A_top10_natural
e5small,qwen3.8:27b,regex,24,10,5,1,1,2,1,5.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,25,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,26,10,7,2,1,1,1,7.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,27,10,10,10,1,1,1,4.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,28,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,29,10,10,10,1,1,1,10.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,30,10,8,10,1,1,1,8.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,31,10,6,3,1,5,1,3.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,32,10,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,33,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,34,10,2,1,1,1,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,35,10,1,10,1,4,1,1.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,36,10,5,3,1,1,1,5.0,3.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,37,10,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,38,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,39,10,3,10,2,2,2,1.0,4.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,40,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,41,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,42,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,43,10,10,3,1,1,1,,,,,,A_top10_natural
e5small,qwen3.8:27b,regex,44,10,1,9,1,1,1,1.0,9.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,45,10,2,1,1,1,1,2.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,46,10,1,10,1,1,1,1.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,47,10,1,7,1,1,1,1.0,5.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,48,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,49,10,8,1,1,1,1,8.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,50,10,9,1,1,1,1,9.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,51,10,10,10,3,9,6,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,52,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,53,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,54,10,10,1,1,1,1,10.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,55,10,1,4,1,1,1,1.0,4.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,56,10,1,1,1,1,2,1.0,1.0,1.0,1.0,2.0,A_top10_natural
e5small,qwen3.8:27b,regex,57,10,1,10,1,1,1,1.0,1.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,58,10,7,1,1,1,1,7.0,1.0,1.0,2.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,59,10,1,2,1,1,1,1.0,2.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,60,10,2,10,1,2,2,2.0,10.0,1.0,2.0,2.0,B_reposicionado
e5small,qwen3.8:27b,regex,61,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,62,10,1,10,1,1,1,1.0,10.0,1.0,1.0,1.0,B_reposicionado
e5small,qwen3.8:27b,regex,63,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,64,10,9,1,1,1,1,9.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,65,10,1,5,1,1,1,1.0,5.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,66,10,3,1,1,1,1,3.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,67,10,1,3,2,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,68,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,69,10,9,1,1,1,1,,,,,,A_top10_natural
e5small,qwen3.8:27b,regex,70,10,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,71,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,72,10,5,1,1,1,1,5.0,1.0,1.0,1.0,1.0,A_top10_natural
e5small,qwen3.8:27b,regex,73,10,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,A_top10_natural
